TILE;UTM;GEOMETRY
402;17;Polygon ((704980.57232818263582885 4833174.81745914556086063, 714950.64867163670714945 4833896.78178873937577009, 715576.09358679340220988 4825253.64354490675032139, 715576.09358679340220988 4825253.64354490675032139, 715576.09358679340220988 4825253.64354490675032139, 715672.08290022518485785 4823926.05207385495305061, 705701.88357813854236156 4823205.27152763307094574, 705218.70999392052181065 4829885.23875215835869312, 705218.70999392052181065 4829885.23875215835869312, 704980.57232818263582885 4833174.81745914556086063))
403;17;Polygon ((704258.07817006052937359 4843144.24134563282132149, 714228.03159310226328671 4843867.38764907978475094, 714854.50175945693627 4835224.3567655123770237, 714854.50175945693627 4835224.3567655123770237, 714854.50175945693627 4835224.3567655123770237, 714950.64867163670714945 4833896.78178873937577009, 704980.57232818263582885 4833174.81745914556086063, 704496.60595305927563459 4839854.70290252938866615, 704496.60595305927563459 4839854.70290252938866615, 704258.07817006052937359 4843144.24134563282132149))
404;17;Polygon ((703534.40291383932344615 4853113.54324742592871189, 713504.2334762493846938 4853837.86971255205571651, 714131.72732323640957475 4845194.94613916706293821, 714131.72732323640957475 4845194.94613916706293821, 714131.72732323640957475 4845194.94613916706293821, 714228.03159310226328671 4843867.38764907978475094, 704258.07817006052937359 4843144.24134563282132149, 703773.32021654874552041 4849824.0450481278821826, 703773.32021654874552041 4849824.0450481278821826, 703534.40291383932344615 4853113.54324742592871189))
405;17;Polygon ((702809.54837224178481847 4863082.72322640754282475, 712779.25613535672891885 4863808.22803839109838009, 713407.77209011290688068 4855165.41172374971210957, 713407.77209011290688068 4855165.41172374971210957, 713407.77209011290688068 4855165.41172374971210957, 713504.2334762493846938 4853837.86971255205571651, 703534.40291383932344615 4853113.54324742592871189, 703048.8545962346252054 4859793.26525032520294189, 703048.8545962346252054 4859793.26525032520294189, 702809.54837224178481847 4863082.72322640754282475))
406;17;Polygon ((702083.51636063551995903 4873051.78134601935744286, 712053.10138735140208155 4873778.46268738526850939, 712682.63787471549585462 4865135.75357869919389486, 712682.63787471549585462 4865135.75357869919389486, 712682.63787471549585462 4865135.75357869919389486, 712779.25613535672891885 4863808.22803839109838009, 702809.54837224178481847 4863082.72322640754282475, 702323.21090661361813545 4869762.36357204336673021, 702083.51636063551995903 4873051.78134601935744286))
407;17;Polygon ((696690.18990349071100354 4809226.86302142217755318, 706659.36575459246523678 4809945.94419939443469048, 707140.95012658287305385 4803265.81329600606113672, 707140.95012658287305385 4803265.81329600606113672, 707140.95012658287305385 4803265.81329600606113672, 707377.91386401047930121 4799976.11368203535676003, 697408.61670586140826344 4799258.2205483578145504, 696869.27255725720897317 4806743.52680759690701962, 696869.27255725720897317 4806743.52680759690701962, 696690.18990349071100354 4809226.86302142217755318))
408;17;Polygon ((695970.57592862681485713 4819195.38511668425053358, 705939.63052994152531028 4819915.65253719966858625, 706422.0101125193759799 4813235.60349232610315084, 706422.0101125193759799 4813235.60349232610315084, 706422.0101125193759799 4813235.60349232610315084, 706659.36575459246523678 4809945.94419939443469048, 696690.18990349071100354 4809226.86302142217755318, 696149.95415749028325081 4816712.07888539228588343, 696149.95415749028325081 4816712.07888539228588343, 695970.57592862681485713 4819195.38511668425053358))
409;17;Polygon ((695249.77658357669133693 4829163.78689352050423622, 705218.70999392052181065 4829885.23875215835869312, 705701.88357813854236156 4823205.27152763307094574, 705701.88357813854236156 4823205.27152763307094574, 705701.88357813854236156 4823205.27152763307094574, 705939.63052994152531028 4819915.65253719966858625, 695970.57592862681485713 4819195.38511668425053358, 695429.44993830367457122 4826680.51062982529401779, 695429.44993830367457122 4826680.51062982529401779, 695249.77658357669133693 4829163.78689352050423622))
410;17;Polygon ((694527.79367331904359162 4839132.06841285433620214, 704496.60595305927563459 4839854.70290252938866615, 704980.57232818263582885 4833174.81745914556086063, 704980.57232818263582885 4833174.81745914556086063, 704980.57232818263582885 4833174.81745914556086063, 705218.70999392052181065 4829885.23875215835869312, 695249.77658357669133693 4829163.78689352050423622, 694707.76170401135459542 4836648.82210143283009529, 694707.76170401135459542 4836648.82210143283009529, 694527.79367331904359162 4839132.06841285433620214))
411;17;Polygon ((693804.62900548987090588 4849100.22973715513944626, 703773.32021654874552041 4849824.0450481278821826, 704258.07817006052937359 4843144.24134563282132149, 704258.07817006052937359 4843144.24134563282132149, 704258.07817006052937359 4843144.24134563282132149, 704496.60595305927563459 4839854.70290252938866615, 694527.79367331904359162 4839132.06841285433620214, 693984.89126158738508821 4846617.01336230244487524, 693984.89126158738508821 4846617.01336230244487524, 693804.62900548987090588 4849100.22973715513944626))
412;17;Polygon ((693080.28439038433134556 4859068.27093045134097338, 703048.8545962346252054 4859793.26525032520294189, 703534.40291383932344615 4853113.54324742592871189, 703534.40291383932344615 4853113.54324742592871189, 703534.40291383932344615 4853113.54324742592871189, 703773.32021654874552041 4849824.0450481278821826, 693804.62900548987090588 4849100.22973715513944626, 693260.84042066743131727 4856585.08447606954723597, 693260.84042066743131727 4856585.08447606954723597, 693080.28439038433134556 4859068.27093045134097338))
413;17;Polygon ((692354.76164094742853194 4869036.19205831363797188, 702323.21090661361813545 4869762.36357204336673021, 702809.54837224178481847 4863082.72322640754282475, 702809.54837224178481847 4863082.72322640754282475, 702809.54837224178481847 4863082.72322640754282475, 703048.8545962346252054 4859793.26525032520294189, 693080.28439038433134556 4859068.27093045134097338, 692535.61099353292956948 4866553.03550792578607798, 692535.61099353292956948 4866553.03550792578607798, 692354.76164094742853194 4869036.19205831363797188))
414;17;Polygon ((686901.25411344389431179 4806024.86181456129997969, 696869.27255725720897317 4806743.52680759690701962, 697408.61670586140826344 4799258.2205483578145504, 697587.40333596209529787 4796774.85433744918555021, 687619.26537004951387644 4796057.3778945729136467, 687021.00594758137594908 4804363.61211828421801329, 687021.00594758137594908 4804363.61211828421801329, 686901.25411344389431179 4806024.86181456129997969))
415;17;Polygon ((686182.05517622735351324 4815992.22714173141866922, 696149.95415749028325081 4816712.07888539228588343, 696690.18990349071100354 4809226.86302142217755318, 696690.18990349071100354 4809226.86302142217755318, 696690.18990349071100354 4809226.86302142217755318, 696869.27255725720897317 4806743.52680759690701962, 686901.25411344389431179 4806024.86181456129997969, 686302.0048334626480937 4814330.99720680993050337, 686302.0048334626480937 4814330.99720680993050337, 686182.05517622735351324 4815992.22714173141866922))
416;17;Polygon ((685461.6703584959032014 4825959.47393774706870317, 695429.44993830367457122 4826680.51062982529401779, 695970.57592862681485713 4819195.38511668425053358, 695970.57592862681485713 4819195.38511668425053358, 695970.57592862681485713 4819195.38511668425053358, 696149.95415749028325081 4816712.07888539228588343, 686182.05517622735351324 4815992.22714173141866922, 685581.81753862556070089 4824298.26375379785895348, 685581.81753862556070089 4824298.26375379785895348, 685461.6703584959032014 4825959.47393774706870317))
417;17;Polygon ((684740.10146301321219653 4835926.6022658059373498, 694707.76170401135459542 4836648.82210143283009529, 695249.77658357669133693 4829163.78689352050423622, 695249.77658357669133693 4829163.78689352050423622, 695249.77658357669133693 4829163.78689352050423622, 695429.44993830367457122 4826680.51062982529401779, 685461.6703584959032014 4825959.47393774706870317, 684860.44586539035663009 4834265.41182218585163355, 684860.44586539035663009 4834265.41182218585163355, 684740.10146301321219653 4835926.6022658059373498))
418;17;Polygon ((684017.3502952097915113 4845893.61219065543264151, 693984.89126158738508821 4846617.01336230244487524, 694527.79367331904359162 4839132.06841285433620214, 694527.79367331904359162 4839132.06841285433620214, 694527.79367331904359162 4839132.06841285433620214, 694707.76170401135459542 4836648.82210143283009529, 684740.10146301321219653 4835926.6022658059373498, 684137.89161874237470329 4844232.44147646985948086, 684137.89161874237470329 4844232.44147646985948086, 684017.3502952097915113 4845893.61219065543264151))
419;17;Polygon ((683293.4186631697230041 4855860.50377859268337488, 693260.84042066743131727 4856585.08447606954723597, 693804.62900548987090588 4849100.22973715513944626, 693804.62900548987090588 4849100.22973715513944626, 693804.62900548987090588 4849100.22973715513944626, 693984.89126158738508821 4846617.01336230244487524, 684017.3502952097915113 4845893.61219065543264151, 683414.15660632308572531 4854199.35278268251568079, 683414.15660632308572531 4854199.35278268251568079, 683293.4186631697230041 4855860.50377859268337488))
420;17;Polygon ((682568.30837763147428632 4865827.27709745056927204, 692535.61099353292956948 4866553.03550792578607798, 693080.28439038433134556 4859068.27093045134097338, 693080.28439038433134556 4859068.27093045134097338, 693080.28439038433134556 4859068.27093045134097338, 693260.84042066743131727 4856585.08447606954723597, 683293.4186631697230041 4855860.50377859268337488, 682689.24263843114022166 4864166.14580840058624744, 682689.24263843114022166 4864166.14580840058624744, 682568.30837763147428632 4865827.27709745056927204))
421;17;Polygon ((681842.02125197870191187 4875793.93221660889685154, 691809.20479511620942503 4876520.86652460321784019, 692354.76164094742853194 4869036.19205831363797188, 692354.76164094742853194 4869036.19205831363797188, 692535.61099353292956948 4866553.03550792578607798, 682568.30837763147428632 4865827.27709745056927204, 681963.15152800804935396 4874132.8206227533519268, 681842.02125197870191187 4875793.93221660889685154))
422;17;Polygon ((677054.15556819958146662 4803645.26369651220738888, 687021.00594758137594908 4804363.61211828421801329, 687619.26537004951387644 4796057.3778945729136467, 687738.81908132939133793 4794396.10842681396752596, 677771.85096705215983093 4793678.94891472160816193, 677289.93675208138301969 4800372.90918904170393944, 677289.93675208138301969 4800372.90918904170393944, 677054.15556819958146662 4803645.26369651220738888))
423;17;Polygon ((676335.27212701144162565 4813611.46167290303856134, 686302.0048334626480937 4814330.99720680993050337, 686901.25411344389431179 4806024.86181456129997969, 686901.25411344389431179 4806024.86181456129997969, 686901.25411344389431179 4806024.86181456129997969, 687021.00594758137594908 4804363.61211828421801329, 677054.15556819958146662 4803645.26369651220738888, 676571.44319786143023521 4810339.14551065210253, 676571.44319786143023521 4810339.14551065210253, 676335.27212701144162565 4813611.46167290303856134))
424;17;Polygon ((675615.2024415978230536 4823577.54290797095745802, 685581.81753862556070089 4824298.26375379785895348, 686182.05517622735351324 4815992.22714173141866922, 686182.05517622735351324 4815992.22714173141866922, 686182.05517622735351324 4815992.22714173141866922, 686302.0048334626480937 4814330.99720680993050337, 676335.27212701144162565 4813611.46167290303856134, 675851.76280872605275363 4820305.26506972871720791, 675851.76280872605275363 4820305.26506972871720791, 675615.2024415978230536 4823577.54290797095745802))
425;17;Polygon ((674893.94831273599993438 4833543.50746732205152512, 684860.44586539035663009 4834265.41182218585163355, 685461.6703584959032014 4825959.47393774706870317, 685461.6703584959032014 4825959.47393774706870317, 685461.6703584959032014 4825959.47393774706870317, 685581.81753862556070089 4824298.26375379785895348, 675615.2024415978230536 4823577.54290797095745802, 675130.89738457533530891 4830271.2679313775151968, 675130.89738457533530891 4830271.2679313775151968, 674893.94831273599993438 4833543.50746732205152512))
426;17;Polygon ((674171.51154386973939836 4843509.35541811026632786, 684137.89161874237470329 4844232.44147646985948086, 684740.10146301321219653 4835926.6022658059373498, 684740.10146301321219653 4835926.6022658059373498, 684740.10146301321219653 4835926.6022658059373498, 684860.44586539035663009 4834265.41182218585163355, 674893.94831273599993438 4833543.50746732205152512, 674408.84872797899879515 4840237.15416224673390388, 674408.84872797899879515 4840237.15416224673390388, 674171.51154386973939836 4843509.35541811026632786))
427;17;Polygon ((673447.89394109894055873 4853475.08682902809232473, 683414.15660632308572531 4854199.35278268251568079, 684017.3502952097915113 4845893.61219065543264151, 684017.3502952097915113 4845893.61219065543264151, 684017.3502952097915113 4845893.61219065543264151, 684137.89161874237470329 4844232.44147646985948086, 674171.51154386973939836 4843509.35541811026632786, 673685.61864416592288762 4850202.92383051756769419, 673685.61864416592288762 4850202.92383051756769419, 673447.89394109894055873 4853475.08682902809232473))
428;17;Polygon ((672723.09731317940168083 4863440.7017703028395772, 682689.24263843114022166 4864166.14580840058624744, 683293.4186631697230041 4855860.50377859268337488, 683293.4186631697230041 4855860.50377859268337488, 683293.4186631697230041 4855860.50377859268337488, 683414.15660632308572531 4854199.35278268251568079, 673447.89394109894055873 4853475.08682902809232473, 672961.20894101890735328 4860168.57700591813772917, 672961.20894101890735328 4860168.57700591813772917, 672723.09731317940168083 4863440.7017703028395772))
429;17;Polygon ((671997.12347151199355721 4873406.20031370129436255, 681963.15152800804935396 4874132.8206227533519268, 682568.30837763147428632 4865827.27709745056927204, 682568.30837763147428632 4865827.27709745056927204, 682568.30837763147428632 4865827.27709745056927204, 682689.24263843114022166 4864166.14580840058624744, 672723.09731317940168083 4863440.7017703028395772, 672235.6214290726929903 4870134.11375971045345068, 671997.12347151199355721 4873406.20031370129436255))
430;17;Polygon ((667324.23635464929975569 4799655.06776544265449047, 677289.93675208138301969 4800372.90918904170393944, 677771.85096705215983093 4793678.94891472160816193, 678007.2416741520864889 4790406.55604132916778326, 668041.42531637032516301 4789689.90417906455695629, 667885.19643602054566145 4791862.0847118403762579, 667885.19643602054566145 4791862.0847118403762579, 667324.23635464929975569 4799655.06776544265449047))
431;17;Polygon ((666605.8586966444272548 4809620.11632084660232067, 676571.44319786143023521 4810339.14551065210253, 677054.15556819958146662 4803645.26369651220738888, 677054.15556819958146662 4803645.26369651220738888, 677054.15556819958146662 4803645.26369651220738888, 677289.93675208138301969 4800372.90918904170393944, 667324.23635464929975569 4799655.06776544265449047, 667167.74821361992508173 4801827.22321861144155264, 667167.74821361992508173 4801827.22321861144155264, 666605.8586966444272548 4809620.11632084660232067))
432;17;Polygon ((665886.29413805087096989 4819585.04991151392459869, 675851.76280872605275363 4820305.26506972871720791, 676335.27212701144162565 4813611.46167290303856134, 676335.27212701144162565 4813611.46167290303856134, 676335.27212701144162565 4813611.46167290303856134, 676571.44319786143023521 4810339.14551065210253, 666605.8586966444272548 4809620.11632084660232067, 666449.11168612679466605 4811792.2467087134718895, 666449.11168612679466605 4811792.2467087134718895, 665886.29413805087096989 4819585.04991151392459869))
433;17;Polygon ((665165.54447723308112472 4829549.86860522348433733, 675130.89738457533530891 4830271.2679313775151968, 675615.2024415978230536 4823577.54290797095745802, 675615.2024415978230536 4823577.54290797095745802, 675615.2024415978230536 4823577.54290797095745802, 675851.76280872605275363 4820305.26506972871720791, 665886.29413805087096989 4819585.04991151392459869, 665729.28864981862716377 4821757.15524872206151485, 665729.28864981862716377 4821757.15524872206151485, 665165.54447723308112472 4829549.86860522348433733))
434;17;Polygon ((664443.61151522328145802 4839514.57247128151357174, 674408.84872797899879515 4840237.15416224673390388, 674893.94831273599993438 4833543.50746732205152512, 674893.94831273599993438 4833543.50746732205152512, 674893.94831273599993438 4833543.50746732205152512, 675130.89738457533530891 4830271.2679313775151968, 665165.54447723308112472 4829549.86860522348433733, 665008.2809036421822384 4831721.94890675041824579, 665008.2809036421822384 4831721.94890675041824579, 664443.61151522328145802 4839514.57247128151357174))
435;17;Polygon ((663720.49705571436788887 4849479.16158053185790777, 673685.61864416592288762 4850202.92383051756769419, 674171.51154386973939836 4843509.35541811026632786, 674171.51154386973939836 4843509.35541811026632786, 674171.51154386973939836 4843509.35541811026632786, 674408.84872797899879515 4840237.15416224673390388, 664443.61151522328145802 4839514.57247128151357174, 664286.09024920873343945 4841686.62775243911892176, 664286.09024920873343945 4841686.62775243911892176, 663720.49705571436788887 4849479.16158053185790777))
436;17;Polygon ((662996.2029050529235974 4859443.63600535225123167, 672961.20894101890735328 4860168.57700591813772917, 673447.89394109894055873 4853475.08682902809232473, 673447.89394109894055873 4853475.08682902809232473, 673447.89394109894055873 4853475.08682902809232473, 673685.61864416592288762 4850202.92383051756769419, 663720.49705571436788887 4849479.16158053185790777, 663562.71849079185631126 4851651.19185696542263031, 663562.71849079185631126 4851651.19185696542263031, 662996.2029050529235974 4859443.63600535225123167))
437;17;Polygon ((662270.73087223782204092 4869407.99581965338438749, 672235.6214290726929903 4870134.11375971045345068, 672723.09731317940168083 4863440.7017703028395772, 672723.09731317940168083 4863440.7017703028395772, 672723.09731317940168083 4863440.7017703028395772, 672961.20894101890735328 4860168.57700591813772917, 662996.2029050529235974 4859443.63600535225123167, 662838.1674353153211996 4861615.64129304233938456, 662270.73087223782204092 4869407.99581965338438749))
438;17;Polygon ((659351.69131608214229345 4771217.05000258516520262, 669316.52079382166266441 4771931.46238966565579176, 670030.39335006836336106 4761965.97844878491014242, 660065.44952718389686197 4761252.76066343858838081, 659454.46463576809037477 4769783.3360960865393281, 659454.46463576809037477 4769783.3360960865393281, 659351.69131608214229345 4771217.05000258516520262))
439;17;Polygon ((658636.73936458316165954 4781181.22592066787183285, 668601.45455972733907402 4781896.831123361364007, 669316.52079382166266441 4771931.46238966565579176, 659351.69131608214229345 4771217.05000258516520262, 658739.68433671619277447 4779747.52832991816103458, 658739.68433671619277447 4779747.52832991816103458, 658636.73936458316165954 4781181.22592066787183285))
440;17;Polygon ((657920.59545938938390464 4791145.28848234843462706, 667885.19643602054566145 4791862.0847118403762579, 668041.42531637032516301 4789689.90417906455695629, 668601.45455972733907402 4781896.831123361364007, 658636.73936458316165954 4781181.22592066787183285, 658023.71182672376744449 4789711.60719794686883688, 658023.71182672376744449 4789711.60719794686883688, 657920.59545938938390464 4791145.28848234843462706))
441;17;Polygon ((657203.26138988777529448 4801109.23775381408631802, 667167.74821361992508173 4801827.22321861144155264, 667324.23635464929975569 4799655.06776544265449047, 667324.23635464929975569 4799655.06776544265449047, 667324.23635464929975569 4799655.06776544265449047, 667885.19643602054566145 4791862.0847118403762579, 657920.59545938938390464 4791145.28848234843462706, 657306.54889479046687484 4799675.5727661419659853, 657306.54889479046687484 4799675.5727661419659853, 657203.26138988777529448 4801109.23775381408631802))
442;17;Polygon ((656484.73894814867526293 4811073.07380278222262859, 666449.11168612679466605 4811792.2467087134718895, 666605.8586966444272548 4809620.11632084660232067, 666605.8586966444272548 4809620.11632084660232067, 666605.8586966444272548 4809620.11632084660232067, 667167.74821361992508173 4801827.22321861144155264, 657203.26138988777529448 4801109.23775381408631802, 656588.19733260001521558 4809639.42510200478136539, 656588.19733260001521558 4809639.42510200478136539, 656484.73894814867526293 4811073.07380278222262859))
443;17;Polygon ((655765.029928914969787 4821036.79669850785285234, 665729.28864981862716377 4821757.15524872206151485, 665886.29413805087096989 4819585.04991151392459869, 665886.29413805087096989 4819585.04991151392459869, 665886.29413805087096989 4819585.04991151392459869, 666449.11168612679466605 4811792.2467087134718895, 656484.73894814867526293 4811073.07380278222262859, 655868.65893451287411153 4819603.16427456401288509, 655868.65893451287411153 4819603.16427456401288509, 655765.029928914969787 4821036.79669850785285234))
444;17;Polygon ((655044.13612960465252399 4831000.4065117621794343, 665008.2809036421822384 4831721.94890675041824579, 665165.54447723308112472 4829549.86860522348433733, 665165.54447723308112472 4829549.86860522348433733, 665165.54447723308112472 4829549.86860522348433733, 665729.28864981862716377 4821757.15524872206151485, 655765.029928914969787 4821036.79669850785285234, 655147.93549756065476686 4829566.79035437665879726, 655147.93549756065476686 4829566.79035437665879726, 655044.13612960465252399 4831000.4065117621794343))
445;17;Polygon ((654322.05935029604006559 4840963.90331485401839018, 664286.09024920873343945 4841686.62775243911892176, 664443.61151522328145802 4839514.57247128151357174, 664443.61151522328145802 4839514.57247128151357174, 664443.61151522328145802 4839514.57247128151357174, 665008.2809036421822384 4831721.94890675041824579, 655044.13612960465252399 4831000.4065117621794343, 654426.02882144239265472 4839530.30341352894902229, 654426.02882144239265472 4839530.30341352894902229, 654322.05935029604006559 4840963.90331485401839018))
446;17;Polygon ((653598.8013937323121354 4850927.28718161955475807, 663562.71849079185631126 4851651.19185696542263031, 663720.49705571436788887 4849479.16158053185790777, 663720.49705571436788887 4849479.16158053185790777, 663720.49705571436788887 4849479.16158053185790777, 664286.09024920873343945 4841686.62775243911892176, 654322.05935029604006559 4840963.90331485401839018, 653702.9407085144193843 4849493.70352563448250294, 653702.9407085144193843 4849493.70352563448250294, 653598.8013937323121354 4850927.28718161955475807))
447;17;Polygon ((652874.36406530754175037 4860890.55818742141127586, 662838.1674353153211996 4861615.64129304233938456, 662996.2029050529235974 4859443.63600535225123167, 662996.2029050529235974 4859443.63600535225123167, 662996.2029050529235974 4859443.63600535225123167, 663562.71849079185631126 4851651.19185696542263031, 653598.8013937323121354 4850927.28718161955475807, 652978.67296379199251533 4859456.9907658388838172, 652874.36406530754175037 4860890.55818742141127586))
448;17;Polygon ((649490.81270689342636615 4769069.20891592279076576, 659454.46463576809037477 4769783.3360960865393281, 660065.44952718389686197 4761252.76066343858838081, 660168.05093756224960089 4759819.03043201565742493, 650204.28643829224165529 4759106.09817327186465263, 649490.81270689342636615 4769069.20891592279076576))
449;17;Polygon ((648776.14491321751847863 4779032.2080125380307436, 658739.68433671619277447 4779747.52832991816103458, 659351.69131608214229345 4771217.05000258516520262, 659351.69131608214229345 4771217.05000258516520262, 659351.69131608214229345 4771217.05000258516520262, 659454.46463576809037477 4769783.3360960865393281, 649490.81270689342636615 4769069.20891592279076576, 649384.98782231414224952 4770545.5433034161105752, 648776.14491321751847863 4779032.2080125380307436))
450;17;Polygon ((648060.28484205040149391 4788995.09553024545311928, 658023.71182672376744449 4789711.60719794686883688, 658636.73936458316165954 4781181.22592066787183285, 658636.73936458316165954 4781181.22592066787183285, 658636.73936458316165954 4781181.22592066787183285, 658739.68433671619277447 4779747.52832991816103458, 648776.14491321751847863 4779032.2080125380307436, 648670.14324304088950157 4780508.5258618826046586, 648670.14324304088950157 4780508.5258618826046586, 648060.28484205040149391 4788995.09553024545311928))
451;17;Polygon ((647343.2342808663379401 4798957.87153769936412573, 657306.54889479046687484 4799675.5727661419659853, 657920.59545938938390464 4791145.28848234843462706, 657920.59545938938390464 4791145.28848234843462706, 657920.59545938938390464 4791145.28848234843462706, 658023.71182672376744449 4789711.60719794686883688, 648060.28484205040149391 4788995.09553024545311928, 647954.10665097623132169 4790471.39685151539742947, 647954.10665097623132169 4790471.39685151539742947, 647343.2342808663379401 4798957.87153769936412573))
452;17;Polygon ((646624.99501982401125133 4808920.5361050795763731, 656588.19733260001521558 4809639.42510200478136539, 657203.26138988777529448 4801109.23775381408631802, 657203.26138988777529448 4801109.23775381408631802, 657203.26138988777529448 4801109.23775381408631802, 657306.54889479046687484 4799675.5727661419659853, 647343.2342808663379401 4798957.87153769936412573, 647236.87983399291988462 4800434.1563412006944418, 647236.87983399291988462 4800434.1563412006944418, 646624.99501982401125133 4808920.5361050795763731))
453;17;Polygon ((645905.56885175569914281 4818883.08930408954620361, 655868.65893451287411153 4819603.16427456401288509, 656484.73894814867526293 4811073.07380278222262859, 656484.73894814867526293 4811073.07380278222262859, 656484.73894814867526293 4811073.07380278222262859, 656588.19733260001521558 4809639.42510200478136539, 646624.99501982401125133 4808920.5361050795763731, 646518.46458264673128724 4810396.80440134182572365, 646518.46458264673128724 4810396.80440134182572365, 645905.56885175569914281 4818883.08930408954620361))
454;17;Polygon ((645184.95757216727361083 4828845.53120795544236898, 655147.93549756065476686 4829566.79035437665879726, 655765.029928914969787 4821036.79669850785285234, 655765.029928914969787 4821036.79669850785285234, 655765.029928914969787 4821036.79669850785285234, 655868.65893451287411153 4819603.16427456401288509, 645905.56885175569914281 4818883.08930408954620361, 645798.86269016563892365 4820359.34110386483371258, 645798.86269016563892365 4820359.34110386483371258, 645184.95757216727361083 4828845.53120795544236898))
455;17;Polygon ((644463.16297923133242875 4838807.86189142521470785, 654426.02882144239265472 4839530.30341352894902229, 655044.13612960465252399 4831000.4065117621794343, 655044.13612960465252399 4831000.4065117621794343, 655044.13612960465252399 4831000.4065117621794343, 655147.93549756065476686 4829566.79035437665879726, 645184.95757216727361083 4828845.53120795544236898, 645078.07595245167613029 4830321.76652222499251366, 645078.07595245167613029 4830321.76652222499251366, 644463.16297923133242875 4838807.86189142521470785))
456;17;Polygon ((643740.18687377963215113 4848770.0814307751134038, 653702.9407085144193843 4849493.70352563448250294, 654322.05935029604006559 4840963.90331485401839018, 654322.05935029604006559 4840963.90331485401839018, 654322.05935029604006559 4840963.90331485401839018, 654426.02882144239265472 4839530.30341352894902229, 644463.16297923133242875 4838807.86189142521470785, 644356.10616807092446834 4840284.08073139470070601, 644356.10616807092446834 4840284.08073139470070601, 643740.18687377963215113 4848770.0814307751134038))
457;17;Polygon ((643016.03105930145829916 4858732.18990379758179188, 652978.67296379199251533 4859456.9907658388838172, 653598.8013937323121354 4850927.28718161955475807, 653598.8013937323121354 4850927.28718161955475807, 653598.8013937323121354 4850927.28718161955475807, 653702.9407085144193843 4849493.70352563448250294, 643740.18687377963215113 4848770.0814307751134038, 643632.95513825002126396 4850246.28380787651985884, 643016.03105930145829916 4858732.18990379758179188))
458;17;Polygon ((638707.81249831686727703 4779793.14046524465084076, 648670.14324304088950157 4780508.5258618826046586, 648776.14491321751847863 4779032.2080125380307436, 648776.14491321751847863 4779032.2080125380307436, 648776.14491321751847863 4779032.2080125380307436, 649384.98782231414224952 4770545.5433034161105752, 639422.54636716656386852 4769831.35084673669189215, 638889.04677158978302032 4777268.72363136988133192, 638707.81249831686727703 4779793.14046524465084076))
459;17;Polygon ((637991.88654721365310252 4789754.82030068896710873, 647954.10665097623132169 4790471.39685151539742947, 648060.28484205040149391 4788995.09553024545311928, 648060.28484205040149391 4788995.09553024545311928, 648060.28484205040149391 4788995.09553024545311928, 648670.14324304088950157 4780508.5258618826046586, 638707.81249831686727703 4779793.14046524465084076, 638173.42273838317487389 4787230.43128034099936485, 638173.42273838317487389 4787230.43128034099936485, 637991.88654721365310252 4789754.82030068896710873))
460;17;Polygon ((637274.77030020870734006 4799716.39042463712394238, 647236.87983399291988462 4800434.1563412006944418, 647343.2342808663379401 4798957.87153769936412573, 647343.2342808663379401 4798957.87153769936412573, 647343.2342808663379401 4798957.87153769936412573, 647954.10665097623132169 4790471.39685151539742947, 637991.88654721365310252 4789754.82030068896710873, 637456.60795634030364454 4797192.02919953688979149, 637456.60795634030364454 4797192.02919953688979149, 637274.77030020870734006 4799716.39042463712394238))
461;17;Polygon ((636556.46554633462801576 4809677.85091017372906208, 646518.46458264673128724 4810396.80440134182572365, 646624.99501982401125133 4808920.5361050795763731, 646624.99501982401125133 4808920.5361050795763731, 646624.99501982401125133 4808920.5361050795763731, 647236.87983399291988462 4800434.1563412006944418, 637274.77030020870734006 4799716.39042463712394238, 636738.60421381401829422 4807153.51746165752410889, 636738.60421381401829422 4807153.51746165752410889, 636556.46554633462801576 4809677.85091017372906208))
462;17;Polygon ((635836.97407730075065047 4819639.20183189865201712, 645798.86269016563892365 4820359.34110386483371258, 645905.56885175569914281 4818883.08930408954620361, 645905.56885175569914281 4818883.08930408954620361, 645905.56885175569914281 4818883.08930408954620361, 646518.46458264673128724 4810396.80440134182572365, 636556.46554633462801576 4809677.85091017372906208, 636019.41330183646641672 4817114.89614091906696558, 636019.41330183646641672 4817114.89614091906696558, 635836.97407730075065047 4819639.20183189865201712))
463;17;Polygon ((635116.29768748697824776 4829600.44326593261212111, 645078.07595245167613029 4830321.76652222499251366, 645184.95757216727361083 4828845.53120795544236898, 645184.95757216727361083 4828845.53120795544236898, 645184.95757216727361083 4828845.53120795544236898, 645798.86269016563892365 4820359.34110386483371258, 635836.97407730075065047 4819639.20183189865201712, 635299.03701411094516516 4827076.16531305480748415, 635299.03701411094516516 4827076.16531305480748415, 635116.29768748697824776 4829600.44326593261212111))
464;17;Polygon ((634394.43817393912468106 4839561.57528991345316172, 644356.10616807092446834 4840284.08073139470070601, 644463.16297923133242875 4838807.86189142521470785, 644463.16297923133242875 4838807.86189142521470785, 644463.16297923133242875 4838807.86189142521470785, 645078.07595245167613029 4830321.76652222499251366, 635116.29768748697824776 4829600.44326593261212111, 634577.47714700794313103 4837037.32505532167851925, 634577.47714700794313103 4837037.32505532167851925, 634394.43817393912468106 4839561.57528991345316172))
